Original_Keywords,Mapped_Terms,Scores
"Communication
Reproduction
Histories
Esoteric ideas
Practical activities
Continuities
New technologies
Storytelling
Expertise
Knowledge
Ignorance
Secrecy
Propriety","Communication
Reproduction
Social Theory
Astronomical Objects
Human Activities
Chicago
Technology
Forecasting
Professional Practice
Knowledge
Book Ornamentation
Chancre
Proprioception","1.0000
1.0000
0.6882
0.5922
0.6721
0.6933
0.8211
0.6072
0.7013
1.0000
0.5799
0.6124
0.7132"
"Cancer mechanisms
Tumor suppressor genes
Oncogenes
Apoptosis regulation
Intracellular signaling cascades
Epithelial to mesenchymal transition
Intra-tumor heterogeneity
MicroRNAs in cancer
Notch signaling
PARP inhibitors
TRAIL resistance
Histone modifications
Viscum album
Apoptotic cell death
ASPP family in cancer","Acer
Tumor Suppressor Proteins
Oncogenes
Apoptosis Regulatory Proteins
Intracellular Signaling Peptides and Proteins
Epithelial-Mesenchymal Transition
Graft vs Tumor Effect
MicroRNAs
Receptors, Notch
Phosphodiesterase 5 Inhibitors
Tetracycline Resistance
Histology
Viscum album
Inhibitor of Apoptosis Proteins
src-Family Kinases","0.5666
0.7349
1.0000
0.8150
0.6913
0.8612
0.5239
0.8399
0.6163
0.6184
0.5322
0.6582
1.0000
0.6724
0.5359"
"Microbiome
Human reproduction
Second human genome
Microbial cells
Symbiotic relationship
Complex interaction
Reproductive tract
Gametogenesis
Technologic revolution
Biofilms
Health and disease","Soil Microbiology
Reproduction
Beginning of Human Life
Microbial Viability
Symbiosis
Double Bind Interaction
Reproductive History
Gametogenesis
Food Technology
Biofilms
Disease","0.7949
0.8421
0.6592
0.6954
0.8063
0.6678
0.7496
1.0000
0.6507
1.0000
0.7659"
"Biodiesel
Petroleum-diesel
Toxicity
Mutagenicity
Emissions
Health effects
Nonhuman animal models
Lung
Cardiovascular system
Acute exposure
Repeated exposure
Physicochemical composition
Life cycle analysis","Biliverdine
Petroleum
Toxicity Tests
Mutagenesis
Respiration
Long Term Adverse Effects
Animal Care Committees
Lung
Cardiovascular System
Occupational Exposure
Occupational Exposure
Physicochemical Processes
Life Cycle Stages","0.6154
0.6923
0.8142
0.9310
0.6638
0.8060
0.6974
1.0000
0.9640
0.7827
0.7933
0.7797
0.8252"
"Repetitive DNA
Eukaryotic genomes
High-throughput sequencing
Bioinformatics
Chromosomal studies
Satellite DNAs
Transposable elements
Centromeres
Subtelomeric regions
Genomic organization
Sequence variation
Transcription activity
Evolutionary modes
Conservation and variability
Functional consequences","Private Practice
Eukaryotic Cells
High-Throughput Nucleotide Sequencing
Informatics
Chromosomes
DNA, Satellite
DNA Transposable Elements
Centromere
Telomere Shortening
Genomics
Sequence Analysis
Transcription Factors
Evolution, Molecular
Observer Variation
Recovery of Function","0.7036
0.6284
0.6461
0.7173
0.7266
0.8432
0.8636
0.9408
0.6175
0.7552
0.8929
0.8452
0.6573
0.5876
0.6153"
"Louisville Twin Study
Revival
Behavior genetics
Cognitive development
Gene-environment interaction
Presentation
Kentucky
Expanded analysis
Continuity
Influence","Twin Study
Rejuvenation
Behavior
Language Development
Gene-Environment Interaction
Program Development
Kentucky
Conductometry
Continuity of Patient Care
Peer Influence","0.6181
0.6835
0.6702
0.7212
0.9474
0.8772
1.0000
0.6136
0.5646
0.6269"
"Environmental stressors
Toxic effects
Physicochemistry
Transformation
Ecosystems
Engineered nanoparticles
Pharmaceuticals
Personal care products
Antibiotics
Pathogens
Heavy metals
Agricultural nutrients
Environmental control
Toxicity evaluation
Future directions","Environmental Psychology
Toxicokinetics
Physicochemical Processes
Molecular Conformation
Ecosystem
Nanoparticles
Pharmaceutical Services
Cosmetics
Antibiotics, Antineoplastic
Carcinogens
Metals, Heavy
Agricultural Irrigation
Environment, Controlled
Toxicity Tests
Program Development","0.7221
0.7981
0.7590
0.7654
0.8772
0.7967
0.8664
0.6604
0.7738
0.6767
0.7417
0.6185
0.7948
0.8744
0.6620"
"Percussive technology
Human evolution
Comparative approach
Fossil primates
Living primates
Stone Age ancestors
Lithic artefacts
Pounding activities
Evolutionary implications
Primatology
Archaeology
Anatomical constraints
Cognitive constraints
Ecological constraints
Functional significance","Percussion
Biological Evolution
Comparative Study
Fossil Fuels
Animal Care Committees
Middle Aged
Lithuania
Exercise
Evolution, Molecular
Primates
Archaeology
Anatomists
Cognitive Reserve
Ecological Systems, Closed
Recovery of Function","0.6629
0.7721
0.7142
0.7332
0.6977
0.6395
0.6186
0.6221
0.6901
0.8122
1.0000
0.5658
0.6845
0.6732
0.6199"
"Optical design
Testing
Applications
Industrial
Military
Consumer
Bio-medical
Research
Image optical stimuli
Nonimage optical stimuli
Human perception
Optics applications
Bio-optics applications
Displays
Solar energy systems
Novel imaging modalities
Deep UV spectral imaging
Infrared spectral imaging
Systems perspective
Optical measurement
Concepts
Trends
Optics systems","Optical Processes
Anonymous Testing
Directory
Industrial Development
Military Family
Population
Bioengineering
Research
Photometry
Optical Imaging
Perception
Optical Processes
Optics and Photonics
Portraits
Solar Energy
Technology
Spectrophotometry, Ultraviolet
Spectrophotometry, Infrared
Systems Theory
Optometry
Concept Formation
Patient Rights
Optical Processes","0.8197
0.8090
0.8565
0.8590
0.7927
0.9558
0.6359
1.0000
0.6111
0.5681
0.7951
0.8496
0.6584
0.7151
0.8598
0.5231
0.6717
0.6733
0.7174
0.8158
0.7454
0.6616
0.8439"
"Neurodegenerative diseases
Pharmacotherapy
Unmet medical needs
Public health
Healthcare system
Medical advances
Biology of neurodegenerative conditions
Novel clinical pharmacology tools
Clinical trial designs
Regulatory innovation
Symptomatic pharmacotherapies
Disease-modifying pharmacotherapies","Neurodegenerative Diseases
Pharmacology
Medical Assistance
Public Health Practice
Healthcare Disparities
Health Policy
Neurodegenerative Diseases
Technology, Pharmaceutical
Clinical Trial
Professional Practice
Psychiatric Somatic Therapies
Molecular Mechanisms of Pharmacological Action","0.9804
0.8554
0.6619
0.8927
0.8368
0.6777
0.7820
0.5285
0.8483
0.6676
0.6046
0.5754"
"Vaccinology
Japanese Society for Vaccinology
Infectious disease outbreak
Vaccine development
Immunology
Epidemiology
Varicella vaccine
Smallpox vaccine
Academic organization
International society
New vaccines
Basic vaccinology
Epidemiology of vaccine-preventable diseases
Evaluation of currently used vaccines","Vaccines
Japanese Encephalitis Vaccines
Infectious Disease Medicine
Vaccines
Immunotherapy
Epidemiology
Variola virus
Smallpox
Academies and Institutes
Societies, Scientific
Mass Vaccination
Bacterial Vaccines
Bacterial Vaccines
Bacterial Vaccines","0.8910
0.7324
0.7569
0.8333
0.8620
1.0000
0.7022
0.8421
0.7030
0.6965
0.6869
0.7441
0.6040
0.7072"
"Reptile placentology
Viviparous lizard
Cesare Studiati
Placenta
Mammalian parallels
Histological techniques
Evolutionary milieu
Chalcides chalcides
Placentotrophic species
Nutrient provision
Oxygen supply
Functional role of placental tissues
Species specializations","Reptilian Proteins
Lizards
Social Validity, Research
Placenta
Mammals
Histological Techniques
Evolution, Molecular
Chlorides
Placenta, Retained
Nutritional Support
Oxygen Consumption
Plant Pathology
Species Specificity","0.5549
0.6600
0.5610
1.0000
0.7071
0.9439
0.6522
0.6434
0.6197
0.7405
0.8566
0.4953
0.7734"
"Mental health
Future generations
Culture change
Well-being
Sociodemographics
Labor market trends
Young people
Transition to adulthood
Symposium
American Orthopsychiatric Association","Mental Health
Cross Protection
Culture
Personal Satisfaction
Sociological Factors
Economics
Freedom
Young Adult
Meeting Abstracts
Orthopsychiatry","0.9339
0.6527
0.7268
0.6681
0.7685
0.6124
0.9824
0.7315
0.8181
0.6438"
"Conservation initiatives
Protected areas
Environmental impacts
Social impacts
Human pressures
Biological diversity
Ecosystem services
Scientific evidence
Evaluation designs
Conservation funders
Practitioners
Credible evidence
Societal goals
Human welfare","Fund Raising
Cross Protection
Environmental Health
Health Impact Assessment
Hydrostatic Pressure
Biodiversity
Ecosystem
Evidence-Based Medicine
Evaluation Studies
Fund Raising
National Practitioner Data Bank
Evidence-Based Medicine
Societies
Animal Welfare","0.6824
0.7412
0.7229
0.7852
0.8209
0.7331
0.7167
0.6989
0.7730
0.7562
0.6999
0.7164
0.6864
0.8442"
"Proton therapy
Cancer treatment
Animal study
Fruit ripening agent
Toxicity
Excessive doses
Genetics
Stroke
Childhood leukemia","Proton Therapy
Cancer Care Facilities
Clinical Study
Fruit
Toxicity Tests
Maximum Tolerated Dose
Genetics
Stroke
Leukemia","0.7809
0.5910
0.8794
0.6087
0.8142
0.6544
1.0000
1.0000
0.7328"
"Pitheciid research
Neotropical primates
Ecology
Behavior
Conservation
Hypothesis-driven research
Comparative biology
Primatology
Conversation priorities
Family biology","Pitheciidae
Animal Care Committees
Ecology
Behavior
Blood Preservation
Empirical Research
Synthetic Biology
Primates
Consultants
Cell Biology","0.7952
0.5266
1.0000
1.0000
0.7182
0.6405
0.7507
0.8122
0.6700
0.8014"
"Aesthetic turn
Sociology
Social aesthetic
Guest editors' introduction
Special section
Emerging interest
Aesthetics and sociality
Instrumentalist understandings
Reductive understandings
Social critique
Modernist conceptions
Mundane search
Everyday experience
Cultural reproduction
Embodied process of meaning making","Anesthetics
Sociology
Social Medicine
Catalogs, Publishers'
Letter
Conflict of Interest
Anesthetics
Dental Instruments
Freudian Theory
Social Norms
Postmodernism
Valsalva Maneuver
Wrongful Life
Reproduction
Underachievement","0.7113
1.0000
0.6771
0.6800
0.7030
0.6445
0.6763
0.6107
0.5698
0.6536
0.7742
0.5420
0.5532
0.6911
0.5636"
"Stem cells
Engineering
Biotechnology
In vitro diagnostics
In vivo therapeutics
Advances
Translation
Commercial products
Clinical products","Stem Cells
Engineering
Biotechnology
Immunologic Tests
Therapeutics
Archives
Jordan
Product Labeling
Household Products","0.9189
1.0000
1.0000
0.6380
0.8327
0.5345
0.8079
0.7033
0.5434"
"Mental health
Primary care
Low- and middle-income countries
PRIME mental healthcare plans
District mental healthcare plans
Development
Piloting
Evaluation
Costing
Innovations
Challenges","Mental Health
Primary Health Care
Developed Countries
Community Mental Health Centers
Community Mental Health Centers
Plant Development
Pensions
Ethics
Economics
Inventions
Patient Rights","0.9339
0.7055
0.5729
0.6191
0.6556
0.7800
0.6777
0.9629
0.7288
0.6532
0.7354"
"DNA barcoding
International Barcode of Life
Global research community
Conference
Biomes
Applications
Socio-economic importance
Agricultural pests
Quarantine species
Wildlife forensics
Disease vectors
Ecosystem health
Marketplace surveys
Seafood products
Medicinal plants
Metabarcoding
Dietary analyses
Food webs
Trophic levels
Next-generation sequencing
Taxonomic scope
Geographic scope
Community shifts
Climate change
Biological resources","DNA Repair
Biometric Identification
Support of Research
Clinical Conference
Metagenome
Directory
Socioeconomic Factors
Agricultural Irrigation
Quarantine
Terrorism
Virus Diseases
Ecosystem
General Practice
Seafood
Medicine, Traditional
Metacognition
Dietary Services
Bees
Survival Rate
High-Throughput Nucleotide Sequencing
Monograph
Demography
Community Integration
Tropical Climate
Biological Availability","0.7950
0.5764
0.7808
0.7954
0.6462
0.8565
0.7812
0.6620
0.7557
0.5313
0.6521
0.7223
0.6125
0.8409
0.7351
0.6181
0.8050
0.6773
0.6838
0.6345
0.6063
0.6342
0.5796
0.6834
0.7103"
"Shame
Psychoanalytic theory
Practice
Leon Wurmser
Claude Janin
John Steiner
Concept development
Guilt
Object relations
Identity
Psychic retreat
Gaze","Shame
Psychoanalytic Theory
Professional Practice
Whey
Tin
Steel
Concept Formation
Guilt
Family Relations
Individuality
Psychiatry
Maze Learning","1.0000
0.9822
0.8162
0.6328
0.5524
0.5727
0.8805
1.0000
0.6980
0.6159
0.7095
0.7429"
"Drug discovery
Model systems
Laboratory animals
Microorganisms
Cell-based systems
Tissue-based systems
Disease treatment
Therapeutics
Special Collection
Academia and industry collaboration
Original research articles
Insights
Impact","Drug Discovery
Linear Models
Automation, Laboratory
Bacteria
Cell-Free System
Tissue Distribution
Disease Management
Therapeutics
Data Collection
Academies and Institutes
Research Design
Income
Health Impact Assessment","0.9501
0.8452
0.7544
0.7264
0.7709
0.6256
0.7851
1.0000
0.6562
0.5960
0.7454
0.6597
0.6854"
"Mentalization
Borderline personality disorder
Translational research
Mentalization-based therapy
Capacity to reflect
Mind of others
Self-reflection
Medical disorders
Personality disorder
Translational criteria
Evaluation
Potential usefulness","Mental Health
Borderline Personality Disorder
Translational Medical Research
Narrative Therapy
Philately
Theory of Mind
Self Efficacy
Civil Disorders
Personality Disorders
Translations
Ethics
Prospectuses","0.6798
0.8017
0.6861
0.7070
0.6270
0.7059
0.6228
0.8609
0.8933
0.6904
0.9629
0.6063"
"Ejaculatory problems
Male infertility
Dysfunctions
Fertility
Confused terms
Normal male function
Evaluation
Management
Causes
Male ejaculatory process","Ejaculation
Infertility, Male
Dysidea
Fertility
Delusions
Sexual Behavior
Ethics
Management Audit
Causality
Ejaculation","0.7320
0.7278
0.8112
1.0000
0.6442
0.6279
0.9629
0.6125
0.6482
0.5920"
"Phenomenology
Philosophy
Science
Two cultures
Cross-fertilization
Integration
Multiple reviewers
Patience
Dedication
Elsevier editorial and production team
Synoptic overview","Phenotype
Philosophy
Science
Culture
Insemination
Integrative Medicine
Concurrent Review
Conscience
Communication
Editorial
Synostosis","0.7077
1.0000
1.0000
0.7568
0.6314
0.7075
0.7006
0.6862
0.6196
0.6585
0.6008"
"Genetics
Intelligence
Whole genome sequencing
Large sample sizes
Study participants
Center for Talented Youth
Johns Hopkins University
Ethics
Research
Workshop
The Hastings Center
Transformative conversation
General cognitive ability","Genetics
Intelligence
Genome
Sample Size
Patient Participation
Homeless Youth
United Nations
Ethics
Research
Work
Libraries, Hospital
Vocational Education
Cognitive Reserve","1.0000
1.0000
0.6999
0.6094
0.6623
0.6081
0.5078
1.0000
1.0000
0.6988
0.6510
0.6301
0.7779"
"Pediatric complex care
Medical complexity
Policy
Health care reform
Professional identity
Workforce development
High quality research
Consensus method","Pediatric Nursing
General Practice
Policy
Health Care Reform
Gender Identity
Workplace
Qualitative Research
Consensus","0.7096
0.5972
1.0000
0.9388
0.7498
0.8009
0.7367
0.8921"
"Biomedical science
Engineering
International conference
Biotechnology
Shanghai
August 2015
Biomaterials
Bioinformatics
Computational biology
Biomedical imaging
Signal processing
Biomechanical engineering
Advances in biomedical engineering and biotechnology","Biomedical Technology
Engineering
International Law
Biotechnology
Singapore
Letter
Biotechnology
Informatics
Computational Biology
Diagnostic Imaging
Signal Transduction
Biomechanical Phenomena
Synthetic Biology","0.7915
1.0000
0.8535
1.0000
0.5574
0.6331
0.7011
0.7173
0.9333
0.7852
0.7579
0.7252
0.6602"
"Program implementation
Essential study
Social-Emotional Learning interventions
Prevention Science special issue
Implementation research
Readiness to implement
Future work priorities","Program Evaluation
Evaluation Studies
Social Learning
Inventions
Support of Research
Management Audit
Workload","0.7629
0.6912
0.5823
0.5701
0.7143
0.4971
0.7235"
"Pediatric oncology
Psychosocial care
Standards development
Evidence-based practice
Collaboration
Interdisciplinary team
Systematic review
AGREE II process
Essential psychosocial care
Children with cancer
Families
Special issue","Pediatrics
Social Work, Psychiatric
Reference Standards
Evidence-Based Practice
Social Work
Interdisciplinary Communication
Concurrent Review
G0 Phase
Social Work, Psychiatric
Cocarcinogenesis
Family Health
Patient Rights","0.6054
0.6919
0.6802
0.9206
0.7067
0.9212
0.6866
0.6105
0.6801
0.6337
0.7644
0.6630"
